De Here, de heerser der aarde,;True;41;3;False;False;;
Heil hem die den geringe helpt in nood,;True;41;8;False;;;
Is je deur nog op slot?;True;41;11;False;;;
Laat zo je licht maar schijnen;True;41;12;False;;;
Vertaling Go, tell it ...;False;41;13;False;False;;
Eenmaal, toen alle dieren kwamen;True;41;16;False;;;
Heer, een hert in dorre streken;True;42;1;False;;;
De koning zond zijn knechten;True;42;2;False;;;
Verheug u, gij dochter van Sion;True;42;3;False;;;
Evenals een moede hinde;True;42;8;False;False;;
k Stel mijn vertrouwen;True;42;10;False;False;;
Door de wereld gaat een woord;True;42;13;False;False;;
1. Als een hert dat naar het water;True;42;14;False;;;
Abraham, Abraham, verlaat je land;False;42;16;False;False;;
O God, kom mijn geding beslechten,;True;43;1;False;;;
Met lampen voor het feest gereed;True;43;2;False;;;
Die dag zal komen, brandend als een oven,;True;43;3;False;;;
O God, kom mijn geding beslechten,;True;43;8;False;;;
In Gods overwinning;True;43;10;False;False;;
Jezus Christus, ik aanbid U,;True;43;11;False;;;
E&R 439;True;43;13;False;;;
De scepter zal van Juda niet wijken;False;43;a;16;False;False;
Heer, wij komen allen samen;False;43;b;16;False;False;
De scepter zal van Juda niet wijken/Heer, wij komen allen samen;True;43;16;False;False;;
Wij hoorden, Heer, met eigen oren;True;44;1;False;;;
De Heer is waarlijk opgestaan;True;44;2;False;;;
Dankt, dankt nu allen God;True;44;3;False;;;
Heer, wat de vaderen vertelden;True;44;8;False;;;
Geprezen zij de Heer;True;44;10;False;False;;
Een vader had twee zonen;True;44;13;False;False;;
De koning van Egypteland;True;44;16;False;False;;
Hoe is mijn hart vervuld van blijde dingen:;True;45;1;False;;;
Laat de kindren tot mij komen;True;45;2;False;;;
O Gij die onze koning zijt;True;45;3;False;False;;
Met luider stem breng ik de koning hulde;True;45;8;False;;;
Naamgenoot;True;45;13;False;False;;
Sjma Jisraeel;False;45;16;False;False;;
God is een toevlucht en een sterkte,;True;46;1;False;;;
Maria heeft aan Jezus;True;46;2;False;;;
Kwam van Godswege;True;46;3;False;;;
God is een toevlucht t'allen tijde,;True;46;8;False;;;
Vader, ik aanbid U.;True;46;10;False;False;;
Jezus is de Goede Herder;True;46;11;False;;;
Een wijs man bouwde zijn huis op de rots;True;46;13;False;;;
Dit is een lied van de man die overwon;False;46;16;False;False;;
Juicht, o volken, juicht, / handklapt en betuigt;True;47;1;False;;;
Mijn ziel verheft Gods eer;True;47;2;False;;;
Jezus die langs het water liep;True;47;3;False;;;
Volken weest verheugd,;True;47;8;False;;;
Omdat Hij leeft;True;47;10;False;False;;
Jesus' love is so wonderful;True;47;11;False;;;
Een gebed;True;47;13;False;;;
De dorre vlakte der woestijnen;False;47;16;False;False;;
De HEER is groot en hooggeëerd;True;48;1;False;;;
Lof aan de God van Israël;True;48;2;False;;;
O onze Vader, trouwe Heer,;True;48;3;False;False;;
De HEER is groot, zijn lof weerklinkt;True;48;8;False;;;
Jezus roept alle kleine kinderen;True;48;11;False;;;
Vertaling Away in a manger;True;48;13;False;False;;
So, carry your candle run to the darkness.;True;48;15;False;;;
De steppe zal bloeien;True;48;16;False;False;;
Gij volken, overal ter wereld, hoort!;True;49;1;False;;;
Glorie aan God in de hoogste hemel;True;49;2;False;;;
De vogels van de bomen;True;49;3;False;;;
